Name; Median Time; Min Time; Max Time; Median Frame Index; Min Frame Index; Max Frame Index; Min Depth; Max Depth; Total Time; Mean Time; Time Lower Quartile; Time Upper Quartile; Count Total; Count Median; Count Min; Count Max; Number of frames containing Marker; First Frame Index; Time Min Individual; Time Max Individual; Min Individual Frame; Max Individual Frame; Time at Median Frame
"Director.ProcessFrame";0.0002;0;0.0007;452;454;570;4;4;0.0263999990711454;0.000189928;0.0001;0.0003;1013;7;5;19;139;432;0;0.0003;432;545;0.0002
"Update Lights";0.0002;0.0001;0.0013;466;433;509;4;4;0.0249999993320671;0.0001798561;0.0001;0.0002;139;1;1;1;139;432;0.0001;0.0013;433;509;0.0001
"PostLateUpdate.BatchModeUpdate";0.0002;0;0.0005;467;438;523;3;3;0.0237999993551057;0.000171223;0.0001;0.0002;139;1;1;1;139;432;0;0.0005;438;523;0.0002
"Physics2D.OverlapPoint";0.0002;0.0001;0.0004;469;433;505;6;6;0.0248999993054895;0.0001791367;0.0001;0.0002;139;1;1;1;139;432;0.0001;0.0004;433;505;0.0002
"LowLevelPhysics2D.PhysicsWorld.WriteTransformTweens";0.0002;0.0001;0.0003;470;435;452;5;5;0.0246999993105419;0.0001776978;0.0001;0.0002;139;1;1;1;139;432;0.0001;0.0003;435;452;0.0001
"Flush DSP connections";0.0002;0.0001;0.0004;472;432;440;7;7;0.0245999992839643;0.0001769784;0.0001;0.0002;139;1;1;1;139;432;0.0001;0.0004;432;440;0.0002
"SoundManager.Update";0.0002;0;0.0004;474;479;473;4;4;0.0257999992245459;0.0001856115;0.0001;0.0002;139;1;1;1;139;432;0;0.0004;479;473;0.0002
"PreLateUpdate.LegacyAnimationUpdate";0.0002;0.0001;0.0005;476;432;539;3;3;0.0276999991692719;0.0001992806;0.0001;0.0003;139;1;1;1;139;432;0.0001;0.0005;432;539;0.0001
"EarlyUpdate.UpdateAsyncReadbackManager";0.0002;0.0001;0.0005;486;433;537;3;3;0.0263999992967001;0.000189928;0.0001;0.0002;139;1;1;1;139;432;0.0001;0.0005;433;537;0.0001
"SceneNodesInitJob";0.0002;0.0001;0.0079;486;453;548;12;12;0.0145999994201702;0.0004171428;0.0001;0.0002;35;1;1;1;35;432;0.0001;0.0079;453;548;0
"EarlyUpdate.UpdateStreamingManager";0.0002;0.0001;0.0005;487;432;550;3;3;0.0271999992473866;0.0001956834;0.0002;0.0002;139;1;1;1;139;432;0.0001;0.0005;432;550;0.0001
"FixedUpdate.PhysicsClothFixedUpdate";0.0002;0.0001;0.0006;489;435;530;3;3;0.0245999992621364;0.0002;0.0001;0.0002;159;1;1;7;123;434;0;0.0005;435;530;0.0002
"ClothScene.Update";0.0002;0.0001;0.0004;490;432;433;5;5;0.0263999991584569;0.000189928;0.0001;0.0002;139;1;1;1;139;432;0.0001;0.0004;432;433;0.0002
"PostLateUpdate.XRPostLateUpdate";0.0002;0;0.0004;495;478;471;3;3;0.0265999991461285;0.0001913669;0.0001;0.0002;139;1;1;1;139;432;0;0.0004;478;471;0.0001
"EarlyUpdate.TilemapRendererEarlyUpdate";0.0002;0.0001;0.0004;496;433;448;3;3;0.0275999992081779;0.0001985611;0.0002;0.0002;139;1;1;1;139;432;0.0001;0.0004;433;448;0.0002
"RenderTarget.SetActive";0.0002;0;0.0009999999;498;432;570;8;11;0.0291999988694442;0.0002100719;0.0001;0.0003;2267;16;16;50;139;432;0;0.0001;432;433;0.0003
"EarlyUpdate.ClearIntermediateRenderers";0.0002;0;0.0007;503;500;512;3;3;0.0300999992177822;0.0002165468;0.0001;0.0003;139;1;1;1;139;432;0;0.0007;500;512;0.0002
"GlobalEventQueue";0.0002;0.0001;0.0004;503;432;448;4;4;0.0286999990494223;0.0002064748;0.0002;0.0002;139;1;1;1;139;432;0.0001;0.0004;432;448;0.0001
"CullSceneDynamicObjectsCombineJob";0.0002;0.0001;0.0005;505;432;526;10;10;0.0105999996667379;0.000212;0.0001;0.0003;50;1;1;1;50;432;0.0001;0.0005;432;526;0.0001
"Inl_Sort Render Passes";0.0002;0.0001;0.0005;505;434;570;8;8;0.0286999991294579;0.0002064748;0.0002;0.0002;140;1;1;2;139;432;0.0001;0.0003;434;439;0.0002
"FixedUpdate.LegacyFixedAnimationUpdate";0.0002;0.0001;0.0005;506;442;530;3;3;0.0262999992191908;0.0002138211;0.0002;0.0002;159;1;1;7;123;434;0;0.0004;435;435;0.0002
"RenderTarget.GrabPixels";0.0002;0.0002;0.0003;510;435;465;6;6;0.00219999992987141;0.00022;0.0002;0.0002;10;1;1;1;10;435;0.0002;0.0003;435;465;0
"EarlyUpdate.SpriteAtlasManagerUpdate";0.0002;0.0001;0.0004;511;432;443;3;3;0.0295999991358258;0.0002129496;0.0002;0.0002;139;1;1;1;139;432;0.0001;0.0004;432;443;0.0002
"ReflectionProbeAnchorPositionUpdate";0.0002;0;0.0007;511;506;570;9;11;0.0287999990105163;0.0002071942;0.0001;0.0003;280;2;2;4;139;432;0;0.0004;435;455;0.0002
"CullResultsToNativeArrays";0.0002;0.0001;0.0006;514;432;570;8;8;0.0330999991274439;0.0002381295;0.0002;0.0003;140;1;1;2;139;432;0.0001;0.0005;432;446;0.0004
"Camera.Render";0.0002;0.0001;0.0013;515;447;438;3;3;0.0312999990856042;0.0002251798;0.0002;0.0002;140;1;1;2;139;432;0.0001;0.0013;447;438;0.0002
"suspendPointHook.Invoke";0.0002;0.0001;0.0016;516;439;446;7;7;0.0314999990005163;0.0002266187;0.0002;0.0002;139;1;1;1;139;432;0.0001;0.0016;439;446;0.0002
"Inl_UniversalRenderPipeline.GetMainLightIndex";0.0002;0.0001;0.0006;519;452;435;9;9;0.0375999993630103;0.0002705036;0.0002;0.0004;140;1;1;2;139;432;0.0001;0.0006;452;435;0.0004
"PreLateUpdate.DirectorDeferredEvaluate";0.0002;0.0001;0.0005;519;471;460;3;3;0.0306999990862096;0.0002208633;0.0002;0.0002;139;1;1;1;139;432;0.0001;0.0005;471;460;0.0003
"RayTracingAccelerationStructureManager.Update";0.0002;0.0001;0.0005;521;439;501;4;4;0.0306999990498298;0.0002208633;0.0002;0.0003;139;1;1;1;139;432;0.0001;0.0005;439;501;0.0002
"AssetDatabase.GetPathFromAssetGuidV2";0.0002;0;0.605701;523;437;444;6;9;5.39191553058481;0.04084785;0.0001;0.0083;14842;6;4;1607;132;434;0;0.0064;434;536;0.0002
"UIEvents.CanvasManagerEmitOffScreenGeometry";0.0002;0.0001;0.0006;526;432;466;3;3;0.0330999990183045;0.0002381295;0.0002;0.0003;139;1;1;1;139;432;0.0001;0.0006;432;466;0.0002
"Physics2D.StoreBodyMoveStates";0.0002;0.0001;0.0004;529;450;455;6;6;0.026599999066093;0.0002162602;0.0002;0.0003;159;1;1;7;123;434;0;0.0004;435;498;0.0001
"CleanUp.TextRenderingGarbageCollect";0.0002;0.0001;0.0006;530;457;522;6;6;0.033799999000621;0.0002431655;0.0002;0.0003;139;1;1;1;139;432;0.0001;0.0006;457;522;0.0001
"EarlyUpdate.PerformanceAnalyticsUpdate";0.0002;0.0001;0.0005;531;483;505;3;3;0.0338999989253352;0.0002438849;0.0002;0.0003;139;1;1;1;139;432;0.0001;0.0005;483;505;0.0002
"PreLateUpdate.AIUpdatePostScript";0.0002;0.0001;0.0019;531;436;472;3;3;0.0351999989434262;0.0002532374;0.0002;0.0003;139;1;1;1;139;432;0.0001;0.0019;436;472;0.0002
"Inl_UniversalRenderPipeline.GetPerObjectLightFlags";0.0002;0.0002;0.0005;535;432;570;8;8;0.0324999988370109;0.0002338129;0.0002;0.0003;140;1;1;2;139;432;0.0002;0.0003;432;433;0.0002
"Inl_RenderPipeline.BeginCameraRendering";0.0002;0.0002;0.0004;537;432;457;6;6;0.0327999988658121;0.0002359712;0.0002;0.0003;140;1;1;2;139;432;0.0002;0.0004;432;457;0.0002
"Inl_ScriptableRenderer.InternalFinishRenderingCommon";0.0002;0.0002;0.0005;537;433;432;7;7;0.0335999988456024;0.0002417266;0.0002;0.0003;140;1;1;2;139;432;0.0002;0.0005;433;432;0.0003
"Inl_RenderPipeline.EndContextRendering";0.0002;0.0001;0.0005;539;552;463;5;5;0.0329999988825875;0.0002374101;0.0002;0.0003;140;1;1;2;139;432;0.0001;0.0005;552;463;0.0002
"Initialization.UpdateCameraMotionVectors";0.0002;0.0001;0.0004;542;478;433;3;3;0.0334999987899209;0.0002410072;0.0002;0.0003;139;1;1;1;139;432;0.0001;0.0004;478;433;0.0002
"PostLateUpdate.InputEndFrame";0.0002;0.0001;0.0005;549;436;458;3;3;0.0344999989465578;0.0002482014;0.0002;0.0003;139;1;1;1;139;432;0.0001;0.0005;436;458;0.0003
"TextRendering.CollectGarbage";0.0002;0;0.0005;550;449;447;4;4;0.0331999990157783;0.0002388489;0.0002;0.0003;139;1;1;1;139;432;0;0.0005;449;447;0
"EarlyUpdate.UpdateInputManager";0.0002;0.0001;0.0008;558;489;570;3;3;0.0360999987678952;0.0002597122;0.0002;0.0003;139;1;1;1;139;432;0.0001;0.0008;489;570;0.0002
"ParticleSystem.EndUpdateAll";0.0002;0.0001;0.0009999999;560;480;455;4;5;0.0369999987160554;0.000266187;0.0002;0.0003;417;3;3;3;139;432;0;0.0009;432;455;0.0002
"Unity.ResourceManager.dll!UnityEngine.ResourceManagement.Util::DelayedActionManager.Awake() [Invoke]";0.0002;0.0002;0.0002;570;570;570;7;7;0.000199999994947575;0.0002;0.0002;0.0002;1;1;1;1;1;570;0.0002;0.0002;570;570;0
"ClothManager.UploadSimulatedSkinData";0.0001;0;0.0001;433;432;433;4;4;0.00699999982316513;5.035971E-05;0;0.0001;139;1;1;1;139;432;0;0.0001;432;433;0.0001
"Physics2D.FindNewContactsCreate";0.0001;0;0.0001;437;442;435;7;7;0.0007999999797903;6.666667E-05;0;0.0001;12;1;1;1;12;435;0;0.0001;442;435;0
"Semaphore.WaitForSignal";0.0001;0;0.0002;440;432;445;3;3;0.00809999979537679;5.827338E-05;0;0.0001;139;1;1;1;139;432;0;0.0002;432;445;0.0001
"Physics2D.FlagContactsForRecreation";0.0001;0;0.0002;444;438;434;7;7;0.00169999995705439;0.0001214286;0.0001;0.0002;19;1;1;2;14;434;0;0.0002;435;434;0
"Physics2D.InitializeVelocityJointConstraintsJob";0.0001;0;0.0001;446;437;446;10;10;0.000899999977264088;5.625E-05;0;0.0001;20;1;1;2;16;437;0;0.0001;437;446;0
"ScheduleCullingGroups";0.0001;0;0.0004;456;435;570;8;8;0.00899999977264088;6.47482E-05;0;0.0001;140;1;1;2;139;432;0;0.0002;435;434;0
"TextureStreamingManager.RemoveTexture";0.0001;0;0.0011;465;455;444;9;9;0.00409999998373678;0.0001708333;0;0.0002;137;5;1;16;24;442;0;0.001;442;442;0
"Physics2D.SolveDiscreteIslandWritePosesJob";0.0001;0;0.0003;468;442;456;10;10;0.00429999988409691;8.431372E-05;0;0.0001;65;1;1;3;51;435;0;0.0002;442;473;0
"EarlyUpdate.ResetFrameStatsAfterPresent";0.0001;0;0.0003;471;438;498;3;3;0.0116999996898812;8.417266E-05;0;0.0001;139;1;1;1;139;432;0;0.0003;438;498;0.0001
"FixedUpdate.DirectorFixedSampleTime";0.0001;0;0.0003;471;442;530;3;3;0.00909999976283871;7.398374E-05;0;0.0001;159;1;1;7;123;434;0;0.0002;435;435;0.0002
"RG_SetupPostFX";0.0001;0;0.0002;478;435;570;9;9;0.00989999974990496;7.122302E-05;0;0.0001;140;1;1;2;139;432;0;0.0001;435;432;0.0001
"EditorConnection.RefreshObservablePlayerList";0.0001;0;0.0003;483;442;539;5;5;0.0121999996699742;8.776978E-05;0;0.0001;139;1;1;1;139;432;0;0.0003;442;539;0.0001
"Physics.CalculateChangedBodyTransforms";0.0001;0;0.0005;486;437;570;6;6;0.010399999715446;8.455284E-05;0;0.0001;159;1;1;7;123;434;0;0.0001;435;434;0
"PostLateUpdate.PhysicsSkinnedClothFinishUpdate";0.0001;0;0.0001;488;462;432;3;3;0.0122999996892759;8.848921E-05;0.0001;0.0001;139;1;1;1;139;432;0;0.0001;462;432;0.0001
"EarlyUpdate.GpuTimestamp";0.0001;0;0.0005;490;433;548;3;3;0.0124999997206032;8.992806E-05;0.0001;0.0001;139;1;1;1;139;432;0;0.0005;433;548;0
"ParticleSystem.WaitForPreviousRenderingToFinish";0.0001;0;0.0012;493;432;553;5;5;0.0131999996228842;9.496402E-05;0;0.0001;139;1;1;1;139;432;0;0.0012;432;553;0.0002
"Physics2D.RestoreBodyMoveStates";0.0001;0;0.0005;493;434;570;6;6;0.0107999996980652;8.780487E-05;0;0.0001;159;1;1;7;123;434;0;0.0002;434;530;0.0001
"PreLateUpdate.PhysicsLateUpdate";0.0001;0;0.0003;493;433;497;3;3;0.0137999996368308;9.928057E-05;0.0001;0.0001;139;1;1;1;139;432;0;0.0003;433;497;0.0001
"EarlyUpdate.UpdateMainGameViewRect";0.0001;0;0.0003;494;432;570;3;3;0.0128999996668426;9.280576E-05;0.0001;0.0001;139;1;1;1;139;432;0;0.0003;432;570;0.0001
"SkinnedMeshOncePerFrameUpdate";0.0001;0;0.0004;495;432;534;5;5;0.0146999995777151;0.0001057554;0;0.0001;139;1;1;1;139;432;0;0.0004;432;534;0.0001
"PostLateUpdate.EndGraphicsJobsAfterScriptLateUpdate";0.0001;0;0.0002;499;435;442;3;3;0.0136999996539089;9.856115E-05;0.0001;0.0001;139;1;1;1;139;432;0;0.0002;435;442;0.0001
"PreLateUpdate.DirectorUpdateAnimationEnd";0.0001;0;0.0016;499;442;557;3;3;0.0163999996366329;0.0001179856;0.0001;0.0001;139;1;1;1;139;432;0;0.0016;442;557;0.0001
"EarlyUpdate.UpdateCanvasRectTransform";0.0001;0;0.0006;502;440;446;3;3;0.0152999995843857;0.0001100719;0.0001;0.0001;139;1;1;1;139;432;0;0.0006;440;446;0.0001
"FixedUpdate.ClearLines";0.0001;0;0.0004;503;443;530;3;3;0.0124999996842234;0.000101626;0.0001;0.0001;159;1;1;7;123;434;0;0.0004;443;530;0
"Physics2D.SynchronizeFixturesMove";0.0001;0;0.0003;505;435;535;8;8;0.0109999997148407;8.943089E-05;0;0.0001;159;1;1;7;123;434;0;0.0002;435;446;0
"PreLateUpdate.DirectorUpdateAnimationBegin";0.0001;0.0001;0.0019;508;432;488;3;3;0.0183999996661441;0.0001323741;0.0001;0.0001;139;1;1;1;139;432;0.0001;0.0019;432;488;0.0001
"Physics2D.ContactsCollideTask";0.0001;0;0.0003;510;457;455;6;6;0.0133999996396597;0.0001089431;0.0001;0.0001;159;1;1;7;123;434;0;0.0003;435;455;0.0001
"Initialization.SynchronizeState";0.0001;0;0.0003;511;432;478;3;3;0.016499999568623;0.000118705;0.0001;0.0001;139;1;1;1;139;432;0;0.0003;432;478;0.0001
"Physics2D.FindMinimumContinuousContactFinalize";0.0001;0;0.0003;512;435;502;9;9;0.0130999996545142;0.0001065041;0.0001;0.0001;159;1;1;7;123;434;0;0.0003;435;502;0.0001
"NavMeshManager";0.0001;0;0.0003;519;437;439;4;4;0.0163999995565973;0.0001179856;0.0001;0.0002;139;1;1;1;139;432;0;0.0003;437;439;0.0001
"UIEvents.UpdateCanvasRectTransform";0.0001;0;0.0004;523;439;444;4;4;0.0204999992929515;0.000147482;0.0001;0.0002;139;1;1;1;139;432;0;0.0004;439;444;0
"PostLateUpdate.XRPreEndFrame";0.0001;0;0.0003;531;462;497;3;3;0.0177999995430582;0.0001280576;0.0001;0.0002;139;1;1;1;139;432;0;0.0003;462;497;0.0001
"FixedUpdate.XRFixedUpdate";0.0001;0;0.0003;535;459;530;3;3;0.0168999995512422;0.0001373984;0.0001;0.0002;159;1;1;7;123;434;0;0.0003;443;537;0.0001
"Physics2D.SolveDiscreteIslandVelocitiesJob";0.0001;0.0001;0.0001;536;536;536;10;10;0.000199999994947575;0.0001;0.0001;0.0001;2;1;1;1;2;536;0.0001;0.0001;536;536;0
"QueuePrepareIntegrateMainThreadObjects";0.0001;0;0.001;536;452;445;10;10;0.0211999996099621;0.000152518;0.0001;0.0002;140;1;1;2;139;432;0;0.001;452;445;0.0002
"Preload Single Step";0.0001;0;0.0037;540;439;495;7;7;0.0678999999217922;0.0004884892;0.0001;0.0004;139;1;1;1;139;432;0;0.0037;439;495;0.0016
"Physics2D.SolveDiscreteIslandIntegratePosesJob";0.0001;0;0.0004;548;538;445;10;10;0.00719999977445696;0.0001565217;0.0001;0.0002;55;1;1;2;46;435;0;0.0003;443;443;0
"ContentLoadFrontend.IntegrateUpdate";0.0001;0.0001;0.0004;553;432;518;4;4;0.0210999994160375;0.0001517986;0.0001;0.0002;139;1;1;1;139;432;0.0001;0.0004;432;518;0.0001
"FixedUpdate.DirectorFixedUpdatePostPhysics";0.0001;0;0.0007;555;565;570;3;3;0.0195999994757585;0.0001593496;0.0001;0.0002;159;1;1;7;123;434;0;0.0005;473;530;0.0001
"Application.FlushRenderStats";0.0001;0;0.0004;560;517;520;2;2;0.0209999994331156;0.0001510791;0.0001;0.0002;139;1;1;1;139;432;0;0.0004;517;520;0.0002
"Physics2D.InterpolatePoseWriting";0.0001;0;0.004;560;433;452;5;5;0.0617999994574348;0.0004446043;0;0.0003;139;1;1;1;139;432;0;0.004;433;452;0.0001
"Physics2D.FindMinimumContinuousContactTask";0.0001;0.0001;0.0005;561;444;502;8;8;0.0191999994349317;0.0001560976;0.0001;0.0002;159;1;1;7;123;434;0;0.0004;445;502;0.0001
"PostLateUpdate.DirectorRenderImage";0.0001;0.0001;0.0014;562;434;467;3;3;0.0221999993955251;0.0001597122;0.0001;0.0002;139;1;1;1;139;432;0.0001;0.0014;434;467;0.0003
"Physics2D.SolveDiscreteIslandPostSolveJob";0.0001;0;0.0014;566;434;473;8;8;0.0413999992815661;0.0003365854;0;0.0006;159;1;1;7;123;434;0;0.0009;434;537;0
"Physics2D.ClearContinuousBodyIslandFlagsJob";0.0001;0.0001;0.0001;570;570;570;10;10;9.99999974737875E-05;0.0001;0.0001;0.0001;1;1;1;1;1;570;0.0001;0.0001;570;570;0
"Physics2D.FlagContactsForExit";0;0;0.0001;440;434;436;6;6;0.000199999994947575;1.666667E-05;0;0;16;1;1;2;12;434;0;0.0001;434;436;0
"Physics2D.PrepareDiscreteIslandBodyIndexJob";0;0;0.0001;479;445;444;10;10;0.000199999994947575;1.818182E-05;0;0;11;1;1;1;11;444;0;0.0001;445;444;0
"GfxResource.Register";0;0;0;500;442;442;8;9;0;0;0;0;196;5;1;59;25;442;0;0;442;442;0
"Object.Register";0;0;0;500;442;442;6;9;0;0;0;0;13859;505;22;1616;25;442;0;0;442;442;0
"Active Constraints";0;0;0;501;432;432;3;5;0;0;0;0;262;2;1;2;139;432;0;0;432;432;0
"Active Dynamic Bodies";0;0;0;501;432;432;3;5;0;0;0;0;262;2;1;2;139;432;0;0;432;432;0
"Active Kinematic Bodies";0;0;0;501;432;432;3;5;0;0;0;0;262;2;1;2;139;432;0;0;432;432;0
"Added Contacts";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"AnimationClip Count";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"AnimationClip Memory";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"App Committed Memory";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"App Resident Memory";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Articulation Bodies";0;0;0;501;432;432;3;5;0;0;0;0;262;2;1;2;139;432;0;0;432;432;0
"Asleep Bodies";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Asleep Shapes";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Asset Bundles";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Asset Count";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Assets";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Atlases";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Audio Reads";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Audio Reserved Memory";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Audio Used Memory";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"AudioClip Count";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"AudioClip Memory";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Awake Bodies";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Awake Shapes";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"BeginJob";0;0;0;501;432;432;5;12;0;0;0;0;1277;9;1;34;133;432;0;0;432;432;0
"Broadphase Adds";0;0;0;501;432;432;3;5;0;0;0;0;262;2;1;2;139;432;0;0;432;432;0
"Broadphase Adds/Removes";0;0;0;501;432;432;3;5;0;0;0;0;262;2;1;2;139;432;0;0;432;432;0
"Broadphase Pairs";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Broadphase Removes";0;0;0;501;432;432;3;5;0;0;0;0;262;2;1;2;139;432;0;0;432;432;0
"Broadphase Updates";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Catalogs";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Colliders Synced";0;0;0;501;432;432;3;5;0;0;0;0;262;2;1;2;139;432;0;0;432;432;0
"Collision Enter";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Collision Exit";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Collision Stay";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Continuous Bodies";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Continuous Overlaps";0;0;0;501;432;432;3;5;0;0;0;0;262;2;1;2;139;432;0;0;432;432;0
"CPU Main Thread Frame Time";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"CPU Render Thread Frame Time";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"CPU Total Frame Time";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Discreet Overlaps";0;0;0;501;432;432;3;5;0;0;0;0;262;2;1;2;139;432;0;0;432;432;0
"Discrete Bodies";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Dynamic Bodies";0;0;0;501;432;432;3;5;0;0;0;0;401;3;2;3;139;432;0;0;432;432;0
"Dynamic Shapes";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"EndJob";0;0;0;501;432;432;5;12;0;0;0;0;1277;9;1;34;133;432;0;0;432;432;0
"Entities Reads";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"File Bytes Read";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"File Bytes Written";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"File Handles Open";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"File Reads Finished";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"File Reads Started";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"File Seeks";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Files Closed";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Files Opened";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Game Object Count";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"GC Allocated In Frame";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"GC Allocation In Frame Count";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"GC Reserved Memory";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"GC Used Memory";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"GetContacts Queries";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Gfx Reserved Memory";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Gfx Used Memory";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Global Illumination Support";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"GPU Frame Time";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"IsTouching Queries";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"KickJobs";0;0;0;501;432;432;5;12;0;0;0;0;3015;21;20;30;139;432;0;0;432;432;0
"Kinematic Bodies";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Kinematic Shapes";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Material Count";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Material Memory";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Max Cache Demand";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Max Cache Mip Bias";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Mesh Count";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Mesh Memory";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Mesh Reads";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Missing Disk Data";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Missing Streaming Tiles";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Modified Overlaps";0;0;0;501;432;432;3;5;0;0;0;0;262;2;1;2;139;432;0;0;432;432;0
"Narrowphase Lost Touches";0;0;0;501;432;432;3;5;0;0;0;0;262;2;1;2;139;432;0;0;432;432;0
"Narrowphase New Touches";0;0;0;501;432;432;3;5;0;0;0;0;262;2;1;2;139;432;0;0;432;432;0
"Narrowphase Touches";0;0;0;501;432;432;3;5;0;0;0;0;262;2;1;2;139;432;0;0;432;432;0
"Object Count";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Other Reads";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Overlap Queries";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Overlaps";0;0;0;501;432;432;3;5;0;0;0;0;262;2;1;2;139;432;0;0;432;432;0
